차종,가격,연식,주행거리,연료,변속기,배기량,색상,전손이력,침수이력,소유자변경,썬루프,내비게이션,스마트키,오토라이트,주차감지센서,열선시트,통풍시트,가죽시트
(81구3742)기아 더 뉴 봉고3윙바디 1.2톤 수동식 킹캡 초장축 GL,"1,230만원",19년11월(20년형),"201,989km",디젤,수동,"1,200cc",흰색,없음,없음,1회,0,0,0,0,0,0,0,1
(808소6426)기아 봉고31.2톤 초장축 킹캡 CRDi,750만원,15년11월(16년형),"265,012km",디젤,수동,0cc,흰색,없음,없음,3회,0,0,0,0,0,0,0,1
(33하6773)한국GM 더 뉴 트랙스1.4 LT 기본형,"1,220만원",19년01월(19년형),"36,322km",가솔린,오토,"1,362cc",흰색,없음,없음,없음,0,0,1,0,1,1,0,1
(46마1878)현대 i30 (PD)1.6 터보 N Line,"1,470만원",19년04월(19년형),"78,925km",가솔린,오토,"1,600cc",회색,없음,없음,없음,0,1,1,1,1,1,0,1
(87로7438)현대 포터1톤 냉동탑차,660만원,11년05월(11년형),"39,200km",디젤,수동,"2,500cc",흰색,없음,없음,4회,0,0,0,0,1,0,0,1
(40조1051)기아 all new 모닝럭셔리 스포츠,560만원,14년01월(14년형),"82,036km",가솔린,오토,0cc,회색,없음,없음,2회,0,1,1,0,0,0,0,1
(95거0125)KG모빌리티 렉스턴 스포츠2.2 4WD 노블레스,"1,780만원",18년03월(18년형),"118,812km",디젤,오토,0cc,흰색,없음,없음,1회,1,1,1,0,0,0,0,0
(13우7789)KG모빌리티 뉴체어맨WCW700 4TRONIC 5인승 럭셔리,"1,100만원",13년09월(14년형),"82,153km",가솔린,오토,"3,598cc",검정,없음,없음,1회,0,1,1,1,1,1,1,0
(342구6294)기아 셀토스1.6 디젤 2WD 노블레스,"1,519만원",19년09월(20년형),"105,618km",디젤,오토,"1,598cc",파랑색,없음,없음,2회,0,0,1,1,1,1,1,1
(52마7655)제네시스 G903.3T GDi AWD 프레스티지,"3,700만원",19년02월(19년형),"184,662km",가솔린,오토,"3,342cc",회색,없음,없음,1회,1,1,1,1,1,1,1,1
(274가8921)현대 베뉴가솔린 1.6 모던,"1,690만원",20년01월(20년형),"37,101km",가솔린,오토,0cc,흰색,없음,없음,3회,0,1,1,0,0,0,0,1
(17서2750)르노코리아 SM7LE 기본형,190만원,05년01월(05년형),"93,915km",가솔린,오토,0cc,검정색,없음,없음,3회,0,0,1,0,0,0,0,1
(31버3104)현대 그랜저HGHG330 셀러브리티,990만원,13년03월(13년형),"130,625km",가솔린,오토,"3,342cc",회색,없음,없음,2회,0,0,1,0,1,1,1,0
(85주1909)기아 봉고31톤 초장축 더블캡 CRDi,830만원,17년04월(17년형),"160,000km",디젤,오토,"2,497cc",흰색,없음,없음,없음,0,0,0,0,0,1,0,1
(282조3498)르노코리아 XM31.3 Turbo Gasoline RE Signature,"1,500만원",20년07월(20년형),"18,314km",가솔린,오토,"1,332cc",인기색상,없음,없음,1회,0,1,1,1,1,1,0,1
(54루2941)KG모빌리티 코란도 투리스모4WD LT 9인승,770만원,15년03월(15년형),"108,708km",가솔린,오토,"1,998cc",흰색,없음,없음,없음,1,1,1,1,1,1,0,1
(186너9489)현대 싼타페 TM디젤 2.0 2WD 익스클루시브 스페셜,"2,169만원",19년04월(19년형),"105,811km",디젤,오토,"1,995cc",흰색,없음,없음,2회,1,1,1,1,1,1,1,1
(204거7360)기아 스토닉가솔린 1.0 T-GDi 트렌디,"1,249만원",20년02월(20년형),"75,796km",가솔린,오토,998cc,빨강(주홍),없음,없음,1회,0,1,1,1,1,1,0,1
(174보6948)제네시스 EQ9003.8 GDI AWD 프레스티지,"2,750만원",16년04월(16년형),"143,694km",가솔린,오토,0cc,검정색,없음,없음,4회,0,1,1,1,1,1,1,1
(354소1629)제네시스 G903.8 GDi AWD 프리미엄 럭셔리,"5,190만원",20년01월(20년형),"64,038km",가솔린,오토,"3,778cc",검정색,없음,없음,3회,1,1,1,1,1,1,1,1
(94더0678)현대 포터2초장축 슈퍼캡 하이냉동탑차 스마트,"1,139만원",18년05월(18년형),"172,504km",디젤,오토,"2,497cc",흰색,없음,없음,1회,0,1,0,0,0,1,0,1
(01노0632)KG모빌리티 티볼리가솔린 LX 기본형,"1,120만원",16년06월(16년형),"75,056km",가솔린,오토,0cc,파랑색,없음,없음,1회,0,0,0,0,0,0,0,0
(30수0255)현대 올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD 모던,"1,290만원",15년11월(16년형),"73,150km",디젤,오토,0cc,검정색,없음,없음,1회,0,1,1,0,0,0,0,1
(171머3392)르노코리아 XM31.3 Turbo Gasoline RE,"1,199만원",20년06월(20년형),"102,529km",가솔린,오토,0cc,회색,없음,없음,1회,0,1,0,0,0,0,0,1
(42우1876)현대 그랜저IG 하이브리드익스클루시브 기본형,"2,490만원",18년09월(19년형),"80,668km",하이브리드(가솔린),오토,0cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,1
(342러1106)기아 쏘렌토 4세대2.2 디젤 2WD 시그니처,"3,090만원",20년06월(21년형),"46,203km",디젤,오토,0cc,회색,없음,없음,2회,0,1,1,1,1,1,1,1
(55우0331)르노코리아 QM62.0 2WD RE Signature,"1,080만원",16년10월(17년형),"138,650km",디젤,오토,"1,995cc",회색,없음,없음,1회,1,0,1,1,1,1,1,1
(59너6527)KG모빌리티 코란도 투리스모4WD LT 9인승,840만원,14년02월(14년형),"59,000km",디젤,오토,"1,998cc",진주색,없음,없음,1회,1,0,0,0,1,1,0,1
(88로5189)현대 포터2초장축 더블캡 CRDi GOLD 기본형,630만원,14년10월(15년형),"121,759km",디젤,수동,"1,000cc",흰색,없음,없음,1회,0,0,0,0,1,1,0,0
(03머0618)기아 스포티지 4세대디젤 2.0 2WD 노블레스,"1,399만원",15년12월(16년형),"92,518km",디젤,오토,"1,995cc",회색,없음,없음,3회,1,0,0,0,0,0,0,0
(29버4572)르노코리아 QM6가솔린 2.0 2WD RE 기본형,"1,349만원",17년10월(18년형),"96,580km",가솔린,CVT,"1,997cc",파랑색,없음,없음,3회,1,1,1,1,1,1,1,1
(159마2694)기아 올 뉴 카니발9인승 2.2 디젤 하이리무진 프레스티지,"2,450만원",18년02월(18년형),"69,710km",디젤,오토,"2,199cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,0
(367가9735)기아 모하비 더마스터3.0 디젤 4WD 마스터즈,"3,450만원",19년10월(20년형),"78,651km",디젤,오토,"2,959cc",회색,없음,없음,없음,1,1,1,1,1,1,1,1
(369주2547)기아 K5 3세대1.6 가솔린 터보 시그니처,"2,250만원",20년10월(20년형),"39,263km",가솔린,오토,0cc,회색,없음,없음,4회,0,0,0,0,0,0,0,1
(164조2798)기아 디 올 뉴 스포티지 하이브리드1.6 터보 HEV 시그니처 그래비티,"3,770만원",21년10월(22년형),"26,062km",하이브리드(가솔린),오토,0cc,회색,없음,없음,1회,0,1,1,0,0,0,0,1
(12주5252)르노코리아 QM62.0 2WD RE 기본형,"1,170만원",17년10월(18년형),"123,374km",디젤,오토,0cc,인기색상,없음,없음,2회,0,0,0,0,0,0,0,1
(24나4332)현대 그랜저IG디젤 2.2 프리미엄 기본형,"1,880만원",17년01월(17년형),"88,549km",디젤,오토,0cc,검정색,없음,없음,3회,0,0,0,0,0,0,0,0
(54버3653)현대 올 뉴 투싼디젤(e-VGT R)2.0 4WD 프리미엄,"1,990만원",19년01월(19년형),"91,020km",디젤,오토,0cc,회색,없음,없음,1회,0,1,1,0,0,0,0,0
(68부1867)기아 니로1.6 프레스티지,"1,350만원",16년11월(17년형),"110,334km",하이브리드(가솔린),오토,"1,580cc",청색,없음,없음,1회,0,0,0,0,0,0,0,1
(156하7721)기아 디 올 뉴 스포티지 하이브리드1.6 터보 HEV 프레스티지,"3,150만원",23년02월(23년형),"24,011km",하이브리드(가솔린),오토,"1,598cc",파랑색,없음,없음,없음,0,1,1,1,1,1,1,1
(63서0920)제네시스 EQ9003.8 GDI AWD 프리미엄 럭셔리,"2,550만원",16년01월(16년형),"102,547km",가솔린,오토,"3,799cc",인기색상,없음,없음,1회,0,1,1,1,1,1,1,1
(177주9285)기아 더 뉴 카니발9인승 2.2 디젤 프레스티지,"2,450만원",18년10월(19년형),"18,353km",디젤,오토,"2,199cc",흰색,없음,없음,2회,1,1,1,1,1,1,1,1
(40두3452)현대 그랜저HGHG240 모던 컬렉션,930만원,14년02월(14년형),"103,553km",가솔린,오토,0cc,흰색,없음,없음,1회,1,1,0,0,0,0,0,0
(301부9105)한국GM 더 뉴 트랙스1.6 디젤 LT 기본형,990만원,18년12월(19년형),"83,624km",디젤,오토,0cc,인기색상,없음,없음,2회,0,0,1,0,1,1,0,1
(19조3660)르노코리아 트위지EV 인텐스,350만원,20년06월(20년형),"6,309km",전기,오토,129cc,검정색,없음,없음,없음,0,0,0,0,1,0,0,0
(222버1252)기아 카니발 4세대D2.2 9인승 시그니처,"3,650만원",20년11월(21년형),"58,665km",가솔린,오토,"3,470cc",진주색,없음,없음,없음,1,1,1,0,0,0,0,1
(60라3950)KG모빌리티 코란도C클러비 2WD 파크,350만원,12년08월(12년형),"101,241km",디젤,오토,"1,995cc",회색,없음,없음,3회,1,1,1,0,1,1,0,1
(57부5652)기아 레이1.0 가솔린 럭셔리,740만원,14년04월(14년형),"63,777km",가솔린,오토,0cc,파랑색,없음,없음,5회,0,0,0,0,0,0,0,0
(92머0503)기아 봉고31.2톤 초장축 킹캡 CRDi LTD,"1,690만원",19년08월(19년형),"36,480km",디젤,수동,"2,497cc",흰색,없음,없음,1회,0,1,0,0,1,1,0,1
(224러1311)기아 더 뉴 카니발하이리무진 3.3 가솔린 9인승 노블레스 스페셜,"3,150만원",19년06월(19년형),"42,204km",가솔린,오토,"3,342cc",검정,없음,없음,1회,0,0,0,0,0,0,0,0
(64가6267)현대 제네시스프라다 GP380 기본형,"1,790만원",14년06월(13년형),"121,435km",디젤,오토,"3,778cc",검정색,없음,없음,6회,1,1,1,1,1,1,1,1
(202오9576)제네시스 G90(RS4)3.5T GDi AWD 기본형,"10,550만원",22년12월(23년형),"19,950km",가솔린,오토,0cc,흰색,없음,없음,1회,1,0,1,0,0,0,0,0
(136나1491)제네시스 GV803.5 Turbo 터보 가솔린 4WD,"6,170만원",21년01월(21년형),"70,949km",가솔린,오토,0cc,검정색,없음,없음,없음,0,0,1,0,0,0,0,0
(61너7619)기아 더 뉴 K72.4 GDI 프레스티지,850만원,15년05월(15년형),"130,935km",가솔린,오토,0cc,검정색,없음,없음,4회,0,0,1,0,0,0,0,0
(388보8472)현대 쏘나타 뉴 라이즈2.0 스마트 스페셜,"1,550만원",18년04월(19년형),"68,846km",가솔린,오토,"1,998cc",검정색,없음,없음,4회,0,1,0,0,0,0,0,0
(224루6046)현대 펠리세이드3.8 가솔린 7인승 AWD 캘리그래피,"3,799만원",22년03월(22년형),"25,298km",가솔린,오토,0cc,흰색,없음,없음,1회,0,0,1,0,0,0,0,0
(140하6986)현대 더 뉴 싼타페 TM디젤 2.2 2WD 캘리그래피,"2,800만원",20년10월(21년형),"94,544km",디젤,오토,"2,151cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(72러8880)현대 그랜드스타렉스12인승 왜건 CVX 럭셔리,980만원,14년03월(15년형),"111,519km",디젤,오토,"2,497cc",흰색,없음,없음,4회,0,1,0,0,1,1,0,1
(53고3560)기아 더 뉴 K5LPI 럭셔리 경제형,700만원,15년05월(15년형),"93,027km",LPG,오토,0cc,검정색,없음,없음,1회,0,0,1,0,0,0,0,0
(156하8255)제네시스 GV802.5 터보 가솔린 4WD,"6,350만원",23년04월(23년형),"17,675km",가솔린,오토,"2,497cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(13누1023)르노코리아 SM7 뉴아트Prestige,270만원,09년04월(09년형),"128,236km",가솔린,오토,0cc,회색,없음,없음,4회,1,1,1,0,0,0,0,1
(30수9523)기아 레이1.0 가솔린 프레스티지,600만원,12년02월(12년형),"122,994km",가솔린,오토,0cc,검정색,없음,없음,11회,0,0,0,0,0,0,0,0
(65저4733)현대 아반떼AD1.6 GDi Value Plus,990만원,17년07월(18년형),"60,357km",가솔린,오토,"1,591cc",다크그레이,20230708,없음,2회,0,0,1,1,1,1,0,1
(138누3421)기아 K52.0 LPI 프레스티지,460만원,11년07월(11년형),"228,828km",LPG,오토,"1,998cc",흰색,없음,없음,5회,1,1,1,1,1,1,1,1
(46루7524)한국GM 쉐보레 말리부LPGi 2.0 LS 디럭스팩(15~),830만원,14년04월(14년형),"46,561km",LPG,오토,"1,998cc",검정색,없음,없음,3회,0,0,0,1,1,0,0,1
(212서2696)KG모빌리티 베리 뉴 티볼리가솔린 V3 2WD 기본형,"1,400만원",19년10월(20년형),"63,726km",가솔린,오토,"1,500cc",흰색,없음,없음,1회,0,1,1,1,1,1,0,1
(102우2145)제네시스 GV803.0 디젤 AWD,"5,680만원",21년01월(20년형),"53,279km",디젤,오토,"3,000cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(230거1597)기아 K82.5 가솔린 시그니처,"3,199만원",22년10월(23년형),"14,498km",가솔린,오토,"2,497cc",인터스텔라그레이,없음,없음,2회,0,1,1,1,1,1,1,1
(69루2502)현대 그랜저 뉴 럭셔리Q270 디럭스,350만원,09년05월(09년형),"149,703km",가솔린,오토,"2,656cc",검정색,없음,없음,1회,0,1,0,1,1,1,0,1
(69주4136)기아 쏘울 부스터1.6 T-GDI 노블레스 스페셜,"1,550만원",19년05월(19년형),"35,621km",가솔린,오토,"1,591cc",빨강색,없음,없음,1회,0,1,1,1,1,1,1,1
(경기87바8451)현대 포터2초장축 슈퍼캡 냉동탑차 PLUS 트윈컴프,"1,050만원",14년01월(14년형),"175,836km",디젤,수동,"2,497cc",흰색,없음,없음,2회,0,0,0,0,1,0,0,1
(09노3611)제네시스 G803.3 GDI AWD 프리미엄 럭셔리,"2,350만원",18년01월(18년형),"123,576km",가솔린,오토,"3,300cc",검정색,없음,없음,5회,0,1,1,1,1,1,1,1
(31로3798)현대 아이오닉5롱레인지 프레스티지,"3,950만원",22년03월(22년형),"25,400km",전기,오토,111cc,은색,없음,없음,1회,0,1,1,1,1,1,1,1
(25두6274)현대 아이오닉 일렉트릭Q,"1,420만원",16년11월(17년형),"116,378km",전기,오토,78cc,검정색,없음,없음,3회,0,1,1,1,1,1,1,1
(127호2275)현대 디 올 뉴 그랜저3.5 LPG 일반 익스클루시브,"4,370만원",23년02월(23년형),"9,570km",LPG,오토,"3,470cc",흰색,없음,없음,없음,1,1,1,0,1,0,0,1
(38가5185)현대 다이너스티2.5 SIGNATURE SV,350만원,04년02월(04년형),"147,612km",가솔린,오토,"2,497cc",검정색,없음,없음,1회,0,0,0,1,1,1,0,1
(123주2720)기아 더 뉴 쏘렌토2.0 디젤 2WD 노블레스,"1,930만원",18년12월(19년형),"93,320km",디젤,오토,"1,995cc",회색,없음,없음,1회,0,0,0,0,0,0,0,1
(46저6300)현대 그랜저 하이브리드프리미엄,"1,050만원",14년03월(15년형),"149,261km",하이브리드(가솔린),오토,0cc,흰색,없음,없음,없음,1,1,0,0,0,0,0,0
(96수1566)기아 더 뉴 봉고31톤 킹캡 초장축 2WD L 라이트,"1,690만원",21년03월(21년형),"34,220km",디젤,오토,"2,497cc",흰색,없음,없음,없음,0,0,0,0,1,1,0,1
(181무9673)기아 카니발 4세대D2.2 9인승 시그니처,"3,430만원",20년09월(21년형),"70,945km",디젤,오토,"2,151cc",검정,없음,없음,1회,0,0,0,0,0,0,0,0
(82소3994)KG모빌리티 렉스턴 스포츠2.2 2WD 어드벤처,"1,520만원",18년07월(18년형),"62,000km",디젤,오토,"2,157cc",은색,없음,없음,없음,0,1,1,1,1,1,0,1
(225루7678)기아 올 뉴 카니발9인승 2.2 디젤 노블레스,"1,630만원",14년07월(15년형),"101,133km",디젤,오토,"2,199cc",흰색,없음,없음,9회,1,1,1,1,1,1,1,1
(53소1688)KG모빌리티 G4 렉스턴2.2 4WD 유라시아 에디션,"1,880만원",19년07월(19년형),"90,773km",디젤,오토,"2,157cc",검정,없음,없음,없음,0,1,1,0,0,0,0,1
(23보5733)기아 K73.0 GDI 럭셔리,650만원,11년06월(12년형),"117,128km",가솔린,오토,"2,999cc",회색,없음,없음,1회,0,1,1,1,1,1,0,1
(255너1938)현대 더 뉴 그랜저2.5 프리미엄 초이스,"2,720만원",21년01월(21년형),"47,071km",가솔린,오토,"2,497cc",검정색,없음,없음,없음,0,1,1,1,1,1,1,1
(95주7617)현대 포터2초장축 일반캡 내장탑차,500만원,14년01월(14년형),"169,488km",디젤,수동,0cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(168다9983)KG모빌리티 토레스(J100)1.5 GDI 터보 T7,"2,800만원",22년09월(23년형),"15,669km",가솔린,오토,"1,497cc",흰색,없음,없음,없음,1,1,1,1,1,1,1,1
(51두9293)현대 쏘나타 하이브리드2.0 로얄,780만원,11년10월(12년형),"102,973km",하이브리드(가솔린),오토,"1,999cc",흰색,없음,없음,4회,0,0,0,0,0,0,0,0
(138고3234)기아 셀토스1.6 가솔린 터보 2WD 프레스티지,"1,590만원",19년09월(20년형),"99,339km",가솔린,오토,"1,600cc",파랑색,없음,없음,1회,0,1,1,0,0,0,0,1
(67주9691)한국GM 쉐보레 올란도LS 고급형,590만원,11년04월(12년형),"75,523km",디젤,오토,"1,998cc",검정색,없음,없음,1회,0,0,0,1,0,0,0,1
(298저9258)기아 카니발 4세대하이리무진 G3.5 GDI 9인승 시그니처,"5,330만원",22년02월(22년형),"8,931km",가솔린,오토,"3,470cc",흰색,없음,없음,1회,0,0,1,0,0,0,0,0
(367저6042)현대 코나 N2.0 T 기본형,"2,610만원",21년09월(22년형),"36,760km",가솔린,오토,"1,998cc",파랑색,없음,없음,1회,1,1,1,1,1,1,1,1
(271거1522)기아 더 뉴 레이1.0 가솔린 트렌디,740만원,19년10월(19년형),"111,404km",가솔린,오토,998cc,흰색,없음,없음,1회,0,1,0,0,1,1,0,1
(269다8119)기아 더 K93.8 GDI 플래티넘 II,"3,280만원",19년11월(20년형),"50,117km",가솔린,오토,"3,778cc",검정,없음,없음,2회,0,1,1,1,1,1,1,1
(32하1990)KG모빌리티 베리 뉴 티볼리가솔린 V7 2WD 기본형,"1,500만원",19년07월(20년형),"66,000km",가솔린,오토,"1,497cc",검정색,없음,없음,없음,0,1,1,1,1,1,1,1
